circuit_id,year,round,n_zones,total_zone_length_m,source_url,source_type,note
catalunya,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
hungaroring,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
interlagos,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
marina_bay,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
monaco,2013,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
monza,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
nurburgring,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
sepang,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
shanghai,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
silverstone,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
spa,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
suzuka,2013,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
villeneuve,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
yas_marina,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
yeongam,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
albert_park,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
americas,2014,,2,,https://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,documented,FIA retained the two 2013 zones
bahrain,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
catalunya,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
hockenheimring,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
hungaroring,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
interlagos,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
marina_bay,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monaco,2014,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monza,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
red_bull_ring,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sepang,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
shanghai,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
silverstone,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sochi,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
spa,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
suzuka,2014,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
villeneuve,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
yas_marina,2014,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
albert_park,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
americas,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
bahrain,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
catalunya,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
hungaroring,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
interlagos,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
marina_bay,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
monaco,2015,,1,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
monza,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
red_bull_ring,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
rodriguez,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
sepang,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
shanghai,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
silverstone,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
sochi,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
spa,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
suzuka,2015,,1,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
villeneuve,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
yas_marina,2015,,2,,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,documented,season-wide: Suzuka and Monaco were the only single-zone events of 2015
BAK,2016,,2,,https://en.wikipedia.org/wiki/2016_European_Grand_Prix,documented,two zones at the new Baku circuit
albert_park,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
americas,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
bahrain,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
catalunya,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
hockenheimring,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
hungaroring,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
interlagos,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
marina_bay,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monaco,2016,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monza,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
red_bull_ring,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
rodriguez,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sepang,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
shanghai,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
silverstone,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sochi,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
spa,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
suzuka,2016,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
villeneuve,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
yas_marina,2016,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
BAK,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
albert_park,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
americas,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
bahrain,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
catalunya,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
hungaroring,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
interlagos,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
marina_bay,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monaco,2017,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
monza,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
red_bull_ring,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
rodriguez,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sepang,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
shanghai,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
silverstone,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
sochi,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
spa,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
suzuka,2017,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
villeneuve,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
yas_marina,2017,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,interpolated,carried from the documented and identical 2013 and 2015 patterns
BAK,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
albert_park,2018,,3,,https://www.crash.net/f1/news/891975/1/third-drs-zone-added-australian-gp,documented,third zone added for 2018
americas,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
bahrain,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
catalunya,2018,,3,,https://www.racefans.net/2018/06/04/fia-adds-third-drs-zone-for-canadian-grand-prix/,documented,named as an earlier 2018 third-zone circuit alongside Melbourne
hockenheimring,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
hungaroring,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
interlagos,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
marina_bay,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
monaco,2018,,1,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,Monaco ran a single zone throughout this era
monza,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
red_bull_ring,2018,,3,,https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,documented,three zones for the first time
ricard,2018,,2,,https://en.wikipedia.org/wiki/2018_French_Grand_Prix,documented,two zones
rodriguez,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
shanghai,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
silverstone,2018,,3,,https://en.wikipedia.org/wiki/2018_British_Grand_Prix,documented,third zone added to the two used previously
sochi,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
spa,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
suzuka,2018,,1,,https://www.pitpass.com/63092/Japanese-GP-Track-notes-DRS-tyres-and-more,documented,single zone on the main straight
villeneuve,2018,,3,,https://www.racefans.net/2018/06/04/fia-adds-third-drs-zone-for-canadian-grand-prix/,documented,third zone added for 2018
yas_marina,2018,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,interpolated,"no 2018 source found; two zones assumed, but 2018 is when third zones began"
BAK,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
albert_park,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
americas,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
bahrain,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
catalunya,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
hockenheimring,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
hungaroring,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
interlagos,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
marina_bay,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
monaco,2019,,1,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
monza,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
red_bull_ring,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
ricard,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
rodriguez,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
shanghai,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
silverstone,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
sochi,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
spa,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
suzuka,2019,,1,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
villeneuve,2019,,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
yas_marina,2019,,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2019season_tracks.csv,documented,cross-checked against independently reported 2019 third-zone additions
bahrain,2020,15,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
bahrain,2020,16,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,"Sakhir GP on the shorter Outer layout, one fewer zone than the Bahrain GP"
catalunya,2020,6,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
hungaroring,2020,3,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
imola,2020,13,1,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
istanbul,2020,14,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
monza,2020,8,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
mugello,2020,9,1,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
nurburgring,2020,11,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
portimao,2020,12,1,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
red_bull_ring,2020,1,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
red_bull_ring,2020,2,3,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
silverstone,2020,4,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
silverstone,2020,5,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
sochi,2020,10,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
spa,2020,7,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
yas_marina,2020,17,2,,https://github.com/toUpperCase78/formula1-datasets/blob/master/formula1_2020season_calendar.csv,documented,
